Id,SalePrice
1461,1.0000000000035234
1462,0.999999999997865
1463,0.9999999999988357
1464,0.9999999999985213
1465,1.0000000000036497
1466,0.9999999999996257
1467,1.0000000000005187
1468,0.999999999999171
1469,1.0000000000002411
1470,1.000000000001044
1471,0.9999999999993651
1472,1.0000000000052125
1473,1.0000000000061506
1474,0.9999999999974413
1475,1.000000000001141
1476,0.9999999999996335
1477,1.0000000000019809
1478,1.0000000000001499
1479,0.9999999999990298
1480,0.9999999999987539
1481,0.9999999999974903
1482,1.0000000000010631
1483,1.0000000000012352
1484,1.0000000000003497
1485,1.0000000000045182
1486,1.0000000000002431
1487,1.000000000001355
1488,1.0000000000029494
1489,1.000000000004791
1490,1.0000000000026705
1491,0.9999999999995987
1492,0.9999999999977619
1493,0.999999999999586
1494,1.0000000000077884
1495,1.000000000003212
1496,1.0000000000033924
1497,1.000000000004118
1498,1.0000000000041607
1499,1.000000000010241
1500,1.0000000000100777
1501,1.0000000000030635
1502,1.000000000001276
1503,1.000000000004031
1504,1.0000000000025946
1505,1.0000000000032168
1506,1.0000000000003508
1507,1.0000000000035028
1508,1.0000000000018736
1509,1.000000000002749
1510,1.0000000000010518
1511,1.0000000000023608
1512,0.9999999999972456
1513,0.9999999999991872
1514,1.0000000000059635
1515,0.9999999999944907
1516,0.999999999996603
1517,0.9999999999981768
1518,1.0000000000058977
1519,1.000000000001752
1520,1.000000000000725
1521,0.9999999999969897
1522,0.999999999999541
1523,1.000000000000616
1524,1.0000000000011335
1525,1.000000000001804
1526,0.9999999999990608
1527,1.0000000000007168
1528,0.9999999999966978
1529,1.000000000001613
1530,1.0000000000001747
1531,1.0000000000040286
1532,1.0000000000094746
1533,1.0000000000037321
1534,1.0000000000065394
1535,0.9999999999999689
1536,0.9999999999986565
1537,1.0000000000062284
1538,1.0000000000029179
1539,1.0000000000048543
1540,0.9999999999999425
1541,1.000000000003096
1542,1.0000000000066414
1543,1.0000000000075857
1544,1.000000000008936
1545,1.000000000004149
1546,1.0000000000051341
1547,1.000000000005751
1548,1.0000000000112372
1549,1.000000000012026
1550,1.0000000000000577
1551,1.0000000000018812
1552,1.000000000001917
1553,1.0000000000050315
1554,1.000000000005036
1555,1.0000000000047167
1557,0.9999999999946225
